DrawNo,DrawDate,1stPrizeNo,2ndPrizeNo,3rdPrizeNo
447616,20160917,66341,41428,58249
447716,20160918,38939,42860,30852
447816,20160921,66500,94165,66970
447916,20160924,44282,56146,89839
448016,20160925,96062,50445,40378
448116,20160927,28817,39979,89145
448216,20160928,41868,43907,84977
448316,20161001,21299,83486,70520
448416,20161002,46024,54036,39893
448516,20161004,24298,74049,00524
448616,20161005,39663,85071,88846
448716,20161008,09898,08675,21681
448816,20161009,93410,07586,78748
448916,20161012,81993,88739,78349
449016,20161015,04653,40906,25204
449116,20161016,85361,44560,16971
449216,20161019,17328,92636,87279
449316,20161022,29413,92044,14973
449416,20161023,31270,23576,95038
449516,20161025,45462,96656,80339
449616,20161026,13626,95407,83734
449716,20161029,89145,82356,77329
449816,20161030,35330,03475,30625
449916,20161101,41356,18334,18100
450016,20161102,51924,62414,35154
450116,20161105,55356,98482,77231
450216,20161106,17981,91498,11903
450316,20161109,78196,40131,22612
450416,20161112,03770,59837,77805
450516,20161113,57735,76281,96959
450616,20161116,27548,84519,19927
450716,20161119,23018,32386,96606
450816,20161120,28683,05196,65620
450916,20161123,47354,34360,26982
451016,20161126,74292,14369,12152
451116,20161127,40896,95423,40028
451216,20161129,66378,03693,25229
451316,20161130,74803,50468,61700
451416,20161203,88370,80162,09775
451516,20161204,70914,07063,55366
451616,20161206,10387,91840,03029
451716,20161207,01035,04947,67661
451816,20161210,42575,63962,04349
451916,20161211,98012,19322,75944
452016,20161214,35058,22263,10692
452116,20161217,81044,14491,83990
452216,20161218,30668,96460,21461
452316,20161221,15769,24646,06865
452416,20161224,03902,09718,88397
452516,20161225,01370,00476,21229
452616,20161227,94108,57999,15274
452716,20161228,20975,43978,45035
452816,20161231,55184,56893,47744
452917,20170101,53088,55311,61417
453017,20170103,39698,43582,39595
453117,20170104,49119,01298,82672
453217,20170107,21675,72903,99630
453317,20170108,06398,57630,17417
453417,20170111,74573,71073,70351
453517,20170114,85287,95419,74105
453617,20170115,83748,81693,89755
453717,20170117,93318,34697,12189
453817,20170118,06004,05576,66743
453917,20170121,89760,34579,96589
454017,20170122,02378,92990,99548
454117,20170124,92590,83253,64080
454217,20170125,04417,45876,98041
454317,20170128,75724,39274,97067
454417,20170129,05175,84265,78998
454517,20170131,41384,24189,15017
454617,20170201,02937,86518,39591
454717,20170204,03983,48050,71474
454817,20170205,46395,78352,00324
454917,20170207,09445,86900,13745
455017,20170208,27948,18895,37760
455117,20170211,85279,80422,93862
455217,20170212,08656,67527,11539
455317,20170215,23554,31681,12686
455417,20170218,76063,80866,72288
455517,20170219,91383,18718,05252
455617,20170222,55960,36726,48164
455717,20170225,69126,15518,33021
455817,20170226,54934,03489,82760
455917,20170228,87571,21939,34273
456017,20170301,43014,67391,93772
456117,20170304,97471,18929,71160
456217,20170305,98869,25679,52936
456317,20170308,20184,82527,52721
456417,20170311,67014,22896,66551
456517,20170312,76191,19343,22721
456617,20170315,08079,21679,46628
456717,20170318,62577,56829,51191
456817,20170319,80295,74405,42556
456917,20170322,60163,99231,68197
457017,20170325,48756,73364,27543
457117,20170326,68249,31987,15257
457217,20170328,20434,77035,06323
457317,20170329,80588,60642,64761
457417,20170401,22206,02253,62259
457517,20170402,32372,30509,88885
457617,20170404,67401,56616,68498
457717,20170405,37896,46477,32121
457817,20170408,54267,32110,11739
457917,20170409,64368,11479,47374
458017,20170412,49704,63800,63453
458117,20170415,04284,22391,96176
458217,20170416,29880,42495,14218
458317,20170419,54041,08700,38487
458417,20170422,06351,62845,13879
458517,20170423,47066,14297,81745
458617,20170425,59020,38598,75552
458717,20170426,27289,31393,00398
458817,20170429,84624,30650,25640
458917,20170430,08679,23905,04655
459017,20170502,42922,94235,35511
459117,20170503,53532,59877,63702
459217,20170506,06094,56533,57340
459317,20170507,77236,55774,46100
459417,20170510,11910,79695,36142
459517,20170513,78863,01327,31272
459617,20170514,99006,22933,13232
459717,20170517,44917,29511,01535
459817,20170520,74647,46862,06085
459917,20170521,72871,54635,32950
460017,20170524,28603,64276,69271
460117,20170527,91627,27782,84867
460217,20170528,67249,02151,99618
460317,20170531,10649,43753,99800
460417,20170603,80380,73991,32339
460517,20170604,41597,54878,07924
460617,20170607,88141,93771,86502
460717,20170610,27007,96166,72677
460817,20170611,08240,66380,52194
460917,20170614,54539,70438,53072
461017,20170617,04793,62026,12498
461117,20170618,37558,68676,10457
461217,20170621,32085,50993,75017
461317,20170624,48319,85110,63789
461417,20170625,77894,13358,83850
461517,20170628,83219,95730,82084
461617,20170701,72148,72624,01676
461717,20170702,22691,03481,62434
461817,20170704,79742,69149,05435
461917,20170705,08041,92559,26220
462017,20170708,23054,06079,40391
462117,20170709,32495,45706,30928
462217,20170712,73829,19155,80757
462317,20170715,39824,47721,45945
462417,20170716,52069,62044,33732
462517,20170719,75292,27419,54724
462617,20170722,19775,84325,49905
462717,20170723,92607,85133,61409
462817,20170725,39942,22090,77158
462917,20170726,68800,80858,47808
463017,20170729,52806,05628,35896
463117,20170730,65529,76857,17172
463217,20170801,48129,39895,82402
463317,20170802,31052,10113,63785
463417,20170805,03153,29885,44502
463517,20170806,51326,88043,89555
463617,20170809,21923,56069,13347
463717,20170812,41674,50747,28706
463817,20170813,74651,56143,52027
463917,20170816,47909,12010,33724
464017,20170819,51861,83080,23276
464117,20170820,19272,56687,65058
464217,20170823,01701,79327,02822
464317,20170826,37183,76725,41881
464417,20170827,03605,95386,62664
464517,20170829,62082,07148,01085
464617,20170830,21972,36934,63419
464717,20170902,27065,68138,26855
464817,20170903,08310,23024,40077
464917,20170905,84146,57053,72166
465017,20170906,04637,81099,76479
465117,20170909,28396,23298,72594
465217,20170910,10164,39062,86500
465317,20170913,64369,94081,31726
465417,20170916,95509,36996,35218
465517,20170917,61934,97251,07528
465617,20170920,18768,59573,34970
465717,20170923,64113,67492,80158
465817,20170924,40087,71628,56624
465917,20170926,57464,26975,46811
466017,20170927,18745,90178,69977
466117,20170930,78779,98451,58122
466217,20171001,38375,72318,81491
466317,20171003,59212,54646,61511
466417,20171004,90403,47206,95946
466517,20171007,05586,38468,36871
466617,20171008,78178,88149,80036
466717,20171011,63884,97212,77466
466817,20171014,44785,30290,35370
466917,20171015,14427,62621,16217
467017,20171018,76305,93894,79443
467117,20171021,39160,52480,17155
467217,20171022,69700,22821,03035
467317,20171025,65726,47371,57250
467417,20171028,02971,86025,10720
467517,20171029,82733,26496,76882
467617,20171031,76820,01941,20493
467717,20171101,64956,78070,35967
467817,20171104,11602,17640,33217
467917,20171105,04226,17755,28284
468017,20171107,58492,39015,81203
468117,20171108,90580,40854,15621
468217,20171111,05898,16900,76519
468317,20171112,87083,91777,80386
468417,20171115,24430,17422,56572
468517,20171118,15897,92786,92371
468617,20171119,07994,80878,19317
468717,20171122,52256,03511,32412
468817,20171125,15734,22751,64105
468917,20171126,31808,89211,80321
469017,20171128,10037,22920,57003
469117,20171129,61761,79444,05651
469217,20171202,76777,34811,20748
469317,20171203,06152,41995,95614
469417,20171205,91843,11164,59971
469517,20171206,98706,47191,66988
469617,20171209,09610,23571,98306
469717,20171210,19785,44252,12978
469817,20171213,35509,47207,39316
469917,20171216,30549,02096,82085
470017,20171217,92843,51221,42034
470117,20171220,68450,55394,60407
470217,20171223,67635,83111,86958
470317,20171224,09196,52172,12236
470417,20171226,32233,75945,09945
470517,20171227,88634,00093,00687
470617,20171230,59103,04155,41746
470717,20171231,41871,10815,73685
470818,20180103,79407,44700,57686
470918,20180106,21487,72863,16938
471018,20180107,02363,52132,61614
471118,20180110,75751,88629,30499
471218,20180113,34943,79142,16525
471318,20180114,35170,43390,79007
471418,20180116,30602,51263,62319
471518,20180117,81971,27046,91724
471618,20180120,06892,10294,97009
471718,20180121,27286,45931,67522
471818,20180124,89221,72610,90779
471918,20180127,00362,35659,63578
472018,20180128,53830,51751,88684
472118,20180130,01329,58494,44517
472218,20180131,04140,10664,45918
472318,20180203,36014,63316,96196
472418,20180204,07913,74527,64289
472518,20180206,54616,69218,44979
472618,20180207,30205,83367,36865
472718,20180210,83107,53208,37366
472818,20180211,02264,90840,96306
472918,20180213,94498,67144,73840
473018,20180214,27598,32263,84996
473118,20180217,82521,15977,64757
473218,20180218,77111,81717,56173
473318,20180220,37573,73073,06713
473418,20180221,18631,89709,58466
473518,20180224,60799,01191,05724
473618,20180225,97600,85489,40830
473718,20180227,17374,12057,51573
473818,20180228,27548,71792,27334
473918,20180303,69373,23017,41821
474018,20180304,01830,10907,92967
474118,20180306,13300,69401,91126
474218,20180307,74816,37405,75335
474318,20180310,86182,72691,17054
474418,20180311,33150,84772,73752
474518,20180314,57440,10783,19108
474618,20180317,85291,84795,83676
474718,20180318,90978,79435,73421
474818,20180321,16673,27817,39427
474918,20180324,39947,00573,82572
475018,20180325,02794,97272,29039
475118,20180328,47946,63853,67846
475218,20180331,69846,48562,98207
475318,20180401,96703,00587,05409
475418,20180403,84268,12502,95771
475518,20180404,68594,68257,64834
475618,20180407,70014,14191,01263
475718,20180408,22726,33254,41187
475818,20180411,30036,51601,16908
475918,20180414,23033,47178,00637
476018,20180415,44864,18003,52049
476118,20180418,55632,08502,41697
476218,20180421,25914,66137,40218
476318,20180422,82795,62765,51361
476418,20180425,89973,69583,83357
476518,20180428,80212,95443,36322
476618,20180429,09846,08758,15196
476718,20180501,65809,28925,01792
476818,20180502,86239,50222,23983
476918,20180505,93359,25141,44043
477018,20180506,22989,46544,36917
477118,20180509,77386,88781,83913
477218,20180512,46411,07659,44023
477318,20180513,57362,05743,32697
477418,20180516,40119,16768,96486
477518,20180519,78481,08833,79040
477618,20180520,07201,34253,38325
477718,20180523,89465,43998,25278
477818,20180526,25124,15541,63031
477918,20180527,77308,42463,31958
478018,20180530,01433,88751,79096
478118,20180602,40259,33889,58861
478218,20180603,43326,67526,15045
478318,20180606,52576,69555,52846
478418,20180609,32879,78412,05266
478518,20180610,44347,21056,88920
478618,20180613,88520,31348,32933
478718,20180616,02248,62464,45007
478818,20180617,81354,40425,21954
478918,20180620,74615,43237,09792
479018,20180623,33771,48495,15411
479118,20180624,65313,76657,03234
479218,20180626,06750,46078,35829
479318,20180627,28875,12801,98138
479418,20180630,41360,59981,82595
479518,20180701,22798,96287,78626
479618,20180703,89343,89947,55806
479718,20180704,79238,32704,53962
479818,20180707,80071,40603,15861
479918,20180708,50269,98741,75562
480018,20180711,62835,03173,29694
480118,20180714,08908,30716,10217
480218,20180715,12003,42001,42195
480318,20180718,50867,96829,23584
480418,20180721,38315,33505,08170
480518,20180722,70562,21923,44633
480618,20180725,90055,28316,33390
480718,20180728,48142,17614,91269
480818,20180729,36113,23815,38705
480918,20180731,54508,30815,89219
481018,20180801,70473,88876,91324
481118,20180804,09878,26673,81084
481218,20180805,83269,30709,91786
481318,20180807,74710,56174,85866
481418,20180808,51540,66773,10805
481518,20180811,80654,34916,38626
481618,20180812,18781,23287,33644
481718,20180815,96432,87405,68251
481818,20180818,54871,36556,02772
481918,20180819,87339,18656,27361
482018,20180822,36287,14473,40767
482118,20180825,06859,47913,04851
482218,20180826,95766,03153,17172
482318,20180828,15722,51347,06310
482418,20180829,11253,70635,33660
482518,20180901,68529,45358,20648
482618,20180902,12041,73093,96532
482718,20180904,21778,75050,43233
482818,20180905,33497,81928,44763
482918,20180908,90880,38600,39527
483018,20180909,89677,62691,62803
483118,20180912,71761,62222,11944
483218,20180915,68431,00028,70389
483318,20180916,34432,67139,49169
483418,20180919,95597,95395,17978
483518,20180922,57350,58448,26033
483618,20180923,70267,44164,29693
483718,20180925,89670,91949,10258
483818,20180926,14546,93226,40563
483918,20180929,63193,73389,42085
484018,20180930,12617,07464,95452
484118,20181002,51284,45326,34182
484218,20181003,02811,42845,61632
484318,20181006,45066,03647,60063
484418,20181007,46301,23246,81689
484518,20181010,18336,77938,41327
484618,20181013,07319,70119,30095
484718,20181014,19116,84605,15184
484818,20181017,49028,41171,84637
484918,20181020,65448,84272,39726
485018,20181021,07748,64238,82373
485118,20181024,49376,18595,85117
485218,20181027,09970,73367,04816
485318,20181028,94991,34346,85439
485418,20181030,78123,18281,77681
485518,20181031,42693,47528,73821
485618,20181103,89396,23011,14879
485718,20181104,21165,32806,68812
485818,20181106,14039,39885,40392
485918,20181107,65073,12438,78065
486018,20181110,06530,24816,58731
486118,20181111,10831,41469,07070
486218,20181114,21491,58075,60940
486318,20181117,88682,73314,17706
486418,20181118,99898,24518,91614
486518,20181121,53393,58158,58328
486618,20181124,78423,99880,58995
486718,20181125,95896,96983,95660
486818,20181127,17084,00813,96552
486918,20181128,65950,55408,95907
487018,20181201,31507,88117,72049
487118,20181202,25519,85244,08198
487218,20181204,04987,23240,14773
487318,20181205,75940,16125,93781
487418,20181208,46879,79544,12805
487518,20181209,30941,09700,54320
487618,20181212,43840,33340,13610
487718,20181215,48589,71310,12273
487818,20181216,22712,41329,81787
487918,20181219,11599,10126,55603
488018,20181222,13808,63572,12773
488118,20181223,46737,70363,77993
488218,20181225,54786,20600,66751
488318,20181226,45841,49820,61411
488418,20181229,60366,16747,86920
488518,20181230,47474,41219,42877
488619,20190102,02352,44083,75687
488719,20190105,83878,42906,37869
488819,20190106,60538,28746,31860
488919,20190109,35203,52658,00008
489019,20190112,22910,81023,74333
489119,20190113,72763,38232,69945
489219,20190116,02108,50442,75126
489319,20190119,84845,31187,10500
489419,20190120,77432,60606,73403
489519,20190123,92838,97592,79265
489619,20190126,68281,21797,56669
489719,20190127,17696,21149,64347
489819,20190129,34769,21535,82587
489919,20190130,66862,58501,25622
490019,20190202,06362,59885,79581
490119,20190203,37082,96292,03984
490219,20190205,27719,84075,90944
490319,20190206,91998,70668,24948
490419,20190209,04254,86382,53530
490519,20190210,65537,24294,00567
490619,20190213,52337,84970,56240
490719,20190216,02276,75114,37989
490819,20190217,57677,90365,74567
490919,20190219,26277,60697,43228
491019,20190220,65000,06985,32976
491119,20190223,34036,69727,49403
491219,20190224,90819,87407,92643
491319,20190227,71824,75112,71724
491419,20190302,04878,68227,80165
491519,20190303,72038,30765,75914
491619,20190306,89413,97443,21105
491719,20190309,52091,35043,18737
491819,20190310,29831,45593,23583
491919,20190313,09617,61975,71943
492019,20190316,00388,61160,71785
492119,20190317,62102,24635,87625
492219,20190320,06648,05695,40886
492319,20190323,21515,45245,34965
492419,20190324,44620,84155,97323
492519,20190327,62304,08433,89843
492619,20190330,01010,13329,84360
492719,20190331,61740,31758,93499
492819,20190402,59462,69519,50437
492919,20190403,21590,77266,37945
493019,20190406,56163,78247,85154
493119,20190407,49242,89250,40342
493219,20190410,88049,67659,91838
493319,20190413,96504,25110,63720
493419,20190414,04838,43461,54180
493519,20190417,14842,65771,57618
493619,20190420,86925,09415,54901
493719,20190421,79777,94603,53277
493819,20190424,45964,96750,20448
493919,20190427,86659,95130,41869
494019,20190428,57635,82521,29138
494119,20190501,86911,81907,35199
494219,20190504,40215,24057,46940
494319,20190505,51035,53656,86168
494419,20190508,79108,66897,07405
494519,20190511,94533,02125,71751
494619,20190512,78265,68331,96937
494719,20190515,81673,71665,74477
494819,20190518,94598,30472,54730
494919,20190519,53152,41545,45059
495019,20190522,87323,15934,52347
495119,20190525,12269,08712,53272
495219,20190526,22866,65457,28297
495319,20190529,59762,32395,66804
495419,20190601,19889,60184,23093
495519,20190602,33412,51868,26688
495619,20190605,40478,69594,40920
495719,20190608,75890,09249,13266
495819,20190609,79546,08967,31839
495919,20190612,66118,87182,35804
496019,20190615,00732,01244,29762
496119,20190616,72386,68470,36714
496219,20190618,43710,09678,83447
496319,20190619,61369,28276,27587
496419,20190622,12253,45776,50164
496519,20190623,06239,91798,71877
496619,20190626,70949,89492,82685
496719,20190629,83189,53526,29814
496819,20190630,51338,70224,09759
496919,20190703,82069,66856,53067
497019,20190706,63397,37677,54510
497119,20190707,33354,57266,52902
497219,20190710,01730,46203,39727
497319,20190713,58947,34729,74550
497419,20190714,14570,98646,29125
497519,20190717,60317,88068,05794
497619,20190720,02323,42921,98164
497719,20190721,11437,69024,46315
497819,20190724,71405,28060,76028
497919,20190727,49822,73172,34620
498019,20190728,67308,51405,52564
498119,20190730,00015,33223,37417
498219,20190731,64035,65508,06341
498319,20190803,79086,53633,11060
498419,20190804,48656,22470,10739
498519,20190807,35793,75120,46705
498619,20190810,82405,63075,52032
498719,20190811,81477,01950,59386
498819,20190814,86558,10261,79854
498919,20190817,47620,34502,35924
499019,20190818,12891,01660,33731
499119,20190820,44414,47799,69935
499219,20190821,50919,34609,14579
499319,20190824,89081,32828,50669
499419,20190825,18560,02455,35264
499519,20190828,85958,20352,65742
499619,20190831,36523,77973,86149
499719,20190901,84725,70484,84098
499819,20190904,27507,81318,48511
499919,20190907,80361,57699,39336
500019,20190908,68407,86020,48023
500119,20190910,38877,01743,12175
500219,20190911,24183,12661,76154
500319,20190914,26371,96648,73156
500419,20190915,03760,42199,51499
500519,20190918,10182,33172,84308
500619,20190921,54761,90622,94190
500719,20190922,17453,02868,57220
500819,20190925,11222,01317,17146
500919,20190928,96705,00050,76605
501019,20190929,65647,10534,92707
501119,20191001,37056,06205,50890
501219,20191002,09002,33528,59479
501319,20191005,98634,16674,39212
501419,20191006,73530,49000,70570
501519,20191009,55204,71847,97203
501619,20191012,49576,17732,01538
501719,20191013,70595,56548,55670
501819,20191016,66147,67390,98938
501919,20191019,23705,78926,61099
502019,20191020,01924,45641,29918
502119,20191023,06477,39273,95644
502219,20191026,72725,19181,22317
502319,20191027,86269,55133,52490
502419,20191030,93281,17944,29823
502519,20191102,93210,24122,26638
502619,20191103,46199,69156,29995
502719,20191105,63757,23900,62457
502819,20191106,37563,27179,00437
502919,20191109,88123,25393,37077
503019,20191110,64479,29542,34241
503119,20191113,16055,28703,67429
503219,20191116,64013,12235,01011
503319,20191117,21467,83204,40414
503419,20191120,54638,90658,56832
503519,20191123,82411,63996,52729
503619,20191124,03585,39005,51984
503719,20191127,74891,01208,45983
503819,20191130,46834,70891,26453
503919,20191201,94180,71815,93143
504019,20191203,23710,88137,14276
504119,20191204,18107,45569,57106
504219,20191207,61551,89492,38190
504319,20191208,49745,28562,46804
504419,20191211,23543,93679,40207
504519,20191214,27731,75622,76764
504619,20191215,21680,42906,38837
504719,20191218,86159,72685,41375
504819,20191221,13101,69951,85329
504919,20191222,33720,12226,64904
505019,20191225,23893,54019,69008
505119,20191228,74523,66675,38739
505219,20191229,51695,60844,46543
505320,20200101,65238,63169,57696
505420,20200104,88598,56382,19077
505520,20200105,81140,43539,00666
505620,20200108,81009,73877,44814
505720,20200111,47736,53055,65749
505820,20200112,81844,67029,04401
505920,20200115,13066,24813,75956
506020,20200118,81721,54527,90647
506120,20200119,15765,73797,09982
506220,20200121,69140,55863,51985
506320,20200122,27097,73182,90909
506420,20200125,42988,31226,54178
506520,20200126,93874,66441,23984
506620,20200128,43641,92139,94076
506720,20200129,90188,20133,08981
506820,20200201,36997,60556,35200
506920,20200202,19143,69345,60144
507020,20200204,41901,46245,67201
507120,20200205,78972,41067,03731
507220,20200208,89614,53335,81760
507320,20200209,64882,34207,69901
507420,20200212,32558,69810,31330
507520,20200215,92226,13871,07637
507620,20200216,15370,05366,07684
507720,20200219,07423,16862,77696
507820,20200222,48898,08680,07993
507920,20200223,20857,97743,50051
508020,20200226,90934,51882,37371
508120,20200229,08549,79307,84509
508220,20200301,50183,78113,35300
508320,20200304,08355,28990,58835
508420,20200307,83562,57999,73391
508520,20200308,10899,06942,82794
508620,20200311,53567,64596,00710
508720,20200314,85400,77779,69082
508820,20200315,89156,19311,53937
512920,20200617,93836,93466,21351
513020,20200620,87814,17588,53877
513120,20200621,10024,09465,13969
513220,20200624,08648,04273,61852
513320,20200627,50384,24837,63352
513420,20200628,55563,87497,00054
513520,20200701,87240,16495,42769
513620,20200704,94754,33068,00224
513720,20200705,07116,33874,81289
513820,20200707,17410,77976,23287
513920,20200708,23132,78655,51620
514020,20200711,82601,95665,08573
514120,20200712,58598,87945,79849
514220,20200715,94303,55134,10684
514320,20200718,67709,10602,77808
514420,20200719,15904,50046,51570
514520,20200722,46506,76485,55436
514620,20200725,57066,66251,22455
514720,20200726,68957,59508,65516
514820,20200729,47084,76723,86308
514920,20200801,29953,32275,28354
515020,20200802,52312,13880,32475
515120,20200805,00723,94475,05463
515220,20200808,47793,54971,53196
515320,20200809,30061,38068,68356
515420,20200812,58691,59810,48016
515520,20200815,96281,20841,70606
515620,20200816,01224,78731,64415
515720,20200819,25477,72688,96125
515820,20200822,52259,65090,23460
515920,20200823,29620,32025,96554
516020,20200826,42995,39903,24588
516120,20200829,48974,13407,76998
516220,20200830,23402,67225,24142
516320,20200901,75832,29407,59838
516420,20200902,71544,04534,28396
516520,20200905,84929,33588,77796
516620,20200906,40583,35465,73086
516720,20200909,83928,44569,23139
516820,20200912,47043,05690,94381
516920,20200913,01384,46418,03542
517020,20200916,25050,54351,63118
517120,20200919,74826,28445,47896
517220,20200920,08286,07321,94257
517320,20200923,60672,26689,67292
517420,20200926,68899,07665,34358
517520,20200927,46860,14740,16190
517620,20200930,59883,31591,70547
517720,20201003,22289,96080,85441
517820,20201004,41989,06581,75618
517920,20201007,38500,71542,61762
518020,20201010,97156,10911,45229
518120,20201011,08317,30364,66103
518220,20201013,82072,63691,98633
518320,20201014,36204,54911,35341
518420,20201017,66125,66908,31688
518520,20201018,34302,62912,88284
518620,20201021,03780,82772,31442
518720,20201024,42563,78707,22060
518820,20201025,74798,93344,35108
518920,20201028,79167,18683,66246
519020,20201031,26717,17702,40774
519120,20201101,60068,61518,22709
519220,20201103,67262,05529,58151
519320,20201104,09685,55777,26284
519420,20201107,74607,34947,07387
519520,20201108,23093,60854,92694
519620,20201111,25436,93658,34045
519720,20201114,47821,78512,80249
519820,20201115,33796,00275,41148
519920,20201118,60181,55665,47624
520020,20201121,43984,47420,70610
520120,20201122,76508,60756,27323
520220,20201125,03648,53497,68472
520320,20201128,33975,21245,72855
520420,20201129,53288,15491,55841
520520,20201201,29140,52172,19817
520620,20201202,30716,26209,04860
520720,20201205,21351,13820,83160
520820,20201206,98528,11427,10896
520920,20201209,28750,21657,79011
521020,20201212,76967,90547,48220
521120,20201213,47255,39743,85146
521220,20201216,20878,59584,16957
521320,20201219,61308,05633,48183
521420,20201220,61786,91614,77852
521520,20201223,66273,17314,16267
521620,20201226,26913,66847,52242
521720,20201227,22586,22819,44098
521820,20201230,19004,71612,27481
521921,20210102,82808,81606,94065
522021,20210103,39779,34950,89006
522121,20210106,43468,37089,19022
522221,20210109,15082,25078,99716
522321,20210110,76790,16599,97661
522421,20210113,55574,55053,56067
522521,20210116,97282,43915,78709
522621,20210117,55932,38913,84387
522721,20210120,29986,90594,41121
522821,20210123,35971,93174,55290
522921,20210124,81377,36622,53381
523021,20210126,93814,03259,36757
523121,20210127,81287,84977,87692
523221,20210130,84254,51612,69054
523321,20210131,00482,84766,96340
523421,20210202,45447,01280,20616
523521,20210203,06978,49434,16959
523621,20210206,46188,14380,67380
523721,20210207,73545,91045,32681
523821,20210209,30205,79692,69136
523921,20210210,47871,07834,97985
524021,20210213,83660,23547,20474
524121,20210214,07260,19170,04193
524221,20210216,13654,82645,27786
524321,20210217,26104,50507,55958
524421,20210220,70541,16788,96996
524521,20210221,42692,05892,70376
524621,20210224,36201,99739,97194
524721,20210227,64725,94870,12273
524821,20210228,63848,90912,27282
524921,20210302,45875,34536,10716
525021,20210303,17687,27619,46796
525121,20210306,01322,57931,59858
525221,20210307,23149,46941,08670
525321,20210310,49360,60502,45574
525421,20210313,19799,73211,42378
525521,20210314,02767,75373,43634
525621,20210317,95785,00855,66756
525721,20210320,18293,06864,64537
525821,20210321,33343,55951,50204
525921,20210324,20930,60727,29840
526021,20210327,56435,84866,46995
526121,20210328,41379,76871,10664
526221,20210330,69984,94058,73961
526321,20210331,63564,58757,65824
526421,20210403,77357,04480,33570
526521,20210404,58136,06908,12883
526621,20210406,94591,73731,09251
526721,20210407,80295,41695,93402
526821,20210410,58239,13587,61534
526921,20210411,46923,91625,42034
527021,20210414,33986,79245,32959
527121,20210417,38307,70363,70359
527221,20210418,59243,96919,37682
527321,20210421,67839,90058,27296
527421,20210424,20079,66196,43395
527521,20210425,09684,95174,86718
527621,20210428,37483,09758,73577
527721,20210501,91985,49772,50848
527821,20210502,73843,91568,72445
527921,20210505,56009,43892,57539
528021,20210508,77959,22920,44991
528121,20210509,68077,91021,64045
528221,20210512,55399,91887,77794
528321,20210515,62983,67630,31226
528421,20210516,95968,28536,31531
528521,20210519,51101,21477,59013
528621,20210522,57468,88973,84148
528721,20210523,94325,67389,29448
528821,20210525,93368,26423,50044
528921,20210526,65866,34629,20317
529021,20210529,31096,61908,81617
529121,20210530,71148,17665,15795
534421,20210915,62340,35218,08076
534521,20210918,06582,11606,16342
534621,20210919,98276,20939,02955
534721,20210922,30554,39755,89981
534821,20210925,25809,34669,64275
534921,20210926,14315,92791,68875
535021,20210928,38953,28587,65246
535121,20210929,03917,37773,26500
535221,20211002,10724,12910,89974
535321,20211003,32739,22175,81582
535421,20211005,25588,05721,49684
535521,20211006,92045,30301,58267
535621,20211009,54812,15152,18581
535721,20211010,00917,36964,21995
535821,20211013,89675,36876,59335
535921,20211016,25074,49025,34129
536021,20211017,80239,08377,63293
536121,20211020,62217,25861,05250
536221,20211023,60506,71692,45350
536321,20211024,68445,54928,20535
536421,20211026,09548,27806,94156
536521,20211027,61750,20391,45819
536621,20211030,52811,65626,60632
536721,20211031,32854,33469,61996
536821,20211102,75277,52822,43409
536921,20211103,62602,28790,17124
537021,20211106,57826,06593,74072
537121,20211107,90871,99317,78581
537221,20211110,30941,15403,51557
537321,20211113,85807,69492,28513
537421,20211114,10741,20144,96358
537521,20211117,67499,21487,94313
537621,20211120,51838,78736,75566
537721,20211121,83759,83826,68597
537821,20211124,84364,42914,86010
537921,20211127,26391,38425,88697
538021,20211128,46778,26040,60072
538121,20211130,78154,52018,07575
538221,20211201,80993,10515,70272
538321,20211204,92888,47823,08663
538421,20211205,63055,91051,27337
538521,20211207,86101,94288,86647
538621,20211208,10306,47892,81003
538721,20211211,19711,48622,06715
538821,20211212,36383,74513,41794
538921,20211215,77621,06202,69773
539021,20211218,27053,03412,74538
539121,20211219,51963,83494,74322
539221,20211222,88221,55498,86966
539321,20211225,81382,88775,49913
539421,20211226,79565,93164,29728
539521,20211228,77700,38778,20080
539621,20211229,12310,92760,53455
539722,20220101,64106,62253,51738
539822,20220102,42247,18789,81334
539922,20220105,56514,37524,27726
540022,20220108,88370,37872,06204
540122,20220109,36227,30752,38479
540222,20220112,67382,41256,40473
540322,20220115,19249,36927,25946
540422,20220116,03618,64023,85993
540522,20220119,77665,86245,94735
540622,20220122,69245,77881,26966
540722,20220123,33841,42479,17073
540822,20220125,55387,85044,03126
540922,20220126,03247,72310,13824
541022,20220129,03541,79898,02010
541122,20220130,77219,73738,88319
541222,20220202,49047,08221,75421
541322,20220205,05780,51068,92683
541422,20220206,85222,29486,87372
541522,20220208,97645,84783,74968
541622,20220209,92506,15314,92364
541722,20220212,11578,76117,15648
541822,20220213,08297,45894,20206
541922,20220215,10320,49033,21119
542022,20220216,99223,56207,71299
542122,20220219,73144,77370,90271
542222,20220220,80960,96799,60744
542322,20220223,86935,30069,41016
542422,20220226,66682,81339,45810
542522,20220227,84840,56568,30980
542622,20220302,14748,12409,80672
542722,20220305,43536,34038,37387
542822,20220306,66120,86084,25189
542922,20220309,72968,57958,00807
543022,20220312,50662,54709,70279
543122,20220313,79475,69260,59147
543222,20220316,34896,36595,66376
543322,20220319,60478,36989,51260
543422,20220320,11903,67796,32285
543522,20220323,05150,18952,31262
543622,20220326,99725,10541,54174
543722,20220327,73003,72670,37137
543822,20220329,31262,51778,53900
543922,20220330,90321,18292,32373
